,Text1,Text2,label
9320,"[87945, 10104, 155, 136, 136, 102]","[87945, 10104, 155, 119, 102]",0
9321,"[47989, 48890, 112, 187, 12397, 11168, 47071, 28036, 10105, 12504, 20311, 10108, 62021, 10111, 11436, 20895, 10135, 10105, 17354, 119, 102]","[47989, 48890, 33556, 67622, 10107, 15230, 118, 78541, 10336, 36931, 12373, 10108, 14796, 11299, 10689, 59251, 10114, 36300, 14234, 16118, 119, 102]",1
9322,"[30409, 11471, 10305, 76479, 10116, 117, 18028, 50259, 11153, 10339, 15694, 10853, 10637, 20089, 14013, 10132, 62405, 93242, 10738, 10339, 108405, 32169, 99830, 28059, 10703, 15694, 10320, 10637, 14047, 27808, 28766, 13743, 59014, 10549, 11520, 11310, 25085, 91610, 10342, 119, 102]","[62405, 93242, 10738, 19960, 103007, 12322, 13201, 25277, 14266, 38989, 10549, 24296, 119, 102]",0
9323,"[26041, 890, 109165, 882, 15919, 110689, 10412, 32629, 13537, 69650, 893, 14018, 85002, 23141, 11072, 85426, 33979, 19444, 43183, 11716, 15134, 884, 44385, 11497, 11267, 24562, 11453, 17203, 11716, 920, 102]","[32629, 13537, 118, 69650, 891, 106872, 18351, 50101, 13671, 11453, 11081, 898, 13841, 86025, 11453, 23074, 11716, 196, 102]",1
9324,"[10190, 10563, 117, 180, 112, 33409, 10104, 180, 112, 26267, 118, 77955, 49158, 11046, 11074, 42408, 10231, 94589, 17734, 10168, 11491, 172, 112, 14249, 18255, 34095, 10107, 45352, 11042, 10110, 28426, 132, 10104, 10386, 110, 10110, 10856, 254, 10197, 110, 10110, 10450, 117, 254, 10186, 110, 37529, 119, 102]","[149, 112, 33409, 10104, 180, 112, 26267, 118, 77955, 49158, 11046, 11074, 28522, 10608, 112, 10154, 193, 169, 14375, 15533, 13658, 22657, 10107, 14249, 18255, 34095, 10107, 10110, 28426, 119, 102]",0
9325,"[10473, 177, 16938, 112, 188, 21852, 13028, 21852, 11387, 11044, 13028, 12174, 10149, 10189, 10142, 169, 16620, 13127, 10108, 10635, 10473, 177, 36110, 14796, 11695, 15107, 10189, 22282, 10108, 169, 40414, 13574, 13028, 21852, 10114, 10114, 10293, 23763, 10114, 20210, 10105, 15042, 10345, 10114, 15329, 10708, 10455, 13578, 102]","[10377, 20970, 13574, 169, 11695, 10635, 10114, 10149, 10189, 12373, 34875, 22978, 169, 15042, 112, 187, 13578, 19135, 10635, 119, 102]",1
9326,"[52179, 10108, 11520, 15629, 110620, 10301, 14579, 10160, 10105, 14581, 19898, 21851, 10165, 117, 28803, 28910, 117, 14581, 13348, 10107, 117, 12215, 34140, 14132, 10106, 11885, 119, 102]","[20065, 15629, 56559, 19350, 10944, 10347, 27345, 10160, 10105, 14581, 19898, 11719, 119, 102]",0
9327,"[12427, 109712, 14269, 817, 16578, 53219, 13378, 10691, 84361, 13378, 11076, 105749, 10916, 70674, 56367, 10916, 764, 23473, 13378, 11076, 29921, 752, 11363, 764, 107470, 10691, 88790, 10691, 24940, 12190, 775, 10700, 13027, 57522, 27845, 19249, 752, 21035, 769, 15747, 10502, 14269, 18182, 11509, 24940, 12190, 766, 54467, 21378, 119, 102]","[52874, 12574, 21677, 10691, 11866, 764, 51523, 13185, 11076, 10961, 108528, 823, 63764, 35364, 15896, 763, 23473, 57522, 17651, 837, 102]",0
9328,"[183, 10237, 10142, 10261, 51671, 10148, 21885, 10142, 10105, 40421, 11023, 12257, 189, 10237, 118, 26506, 10237, 102]","[11399, 40421, 119, 102]",0
9329,"[119, 119, 119, 10297, 96506, 560, 13614, 12123, 33489, 14847, 19322, 22482, 117, 10791, 14274, 15725, 87455, 16522, 10227, 12025, 19590, 558, 10439, 40657, 549, 560, 13647, 75096, 10508, 119, 102]","[46315, 10387, 12064, 16522, 45803, 11742, 118, 10439, 13325, 549, 560, 13647, 10384, 12993, 119, 102]",0
9330,"[14269, 11687, 24618, 10502, 19829, 10289, 791, 72359, 59901, 99300, 791, 48723, 764, 10502, 11693, 54210, 10961, 25786, 10289, 59901, 10700, 15470, 104230, 102]","[766, 43262, 791, 72359, 59901, 26341, 37262, 10560, 36695, 85648, 16849, 793, 17444, 70496, 119, 102]",2
9331,"[42437, 118, 10122, 10510, 91538, 14346, 10234, 43317, 35528, 10179, 10122, 52203, 91807, 81428, 10297, 561, 13139, 27875, 12673, 45784, 523, 112, 522, 11550, 10517, 10405, 558, 30318, 45076, 12265, 35718, 117, 32001, 67741, 10267, 15977, 561, 13139, 27875, 91056, 10752, 10122, 26657, 519, 16481, 10987, 549, 33023, 26245, 28325, 33137, 10122, 95301, 89317, 10696, 13327, 119, 102]","[84078, 10656, 10351, 19253, 13368, 10122, 561, 13139, 27875, 12673, 45784, 523, 112, 522, 11550, 10517, 31650, 27796, 52685, 20216, 97223, 10267, 10405, 10375, 10277, 10234, 97582, 10852, 558, 561, 13139, 27875, 91056, 10752, 10122, 26657, 519, 16481, 10987, 119, 102]",2
9332,"[525, 26313, 64815, 10241, 117, 14816, 511, 12686, 15888, 10205, 30977, 23479, 43747, 30102, 11240, 528, 11742, 10746, 117, 31650, 13981, 86198, 541, 92281, 17971, 10928, 10297, 62594, 41410, 119, 102]","[88909, 23479, 43747, 30102, 11240, 528, 11742, 10746, 10913, 41102, 12312, 85854, 36949, 43432, 10297, 27353, 117, 16362, 16429, 40075, 29238, 10405, 37974, 558, 54697, 10928, 10234, 541, 92281, 17971, 10928, 119, 102]",0
9333,"[20593, 117, 31116, 28439, 10107, 10301, 18571, 10155, 10105, 89208, 13489, 106615, 10157, 19308, 10105, 34495, 18107, 10169, 14009, 44830, 10376, 117, 10111, 30049, 10901, 120, 92093, 10106, 12352, 10129, 31116, 11419, 34711, 27937, 15342, 12141, 10455, 23188, 10135, 14009, 44830, 10376, 11360, 10105, 89208, 105299, 14941, 119, 102]","[16680, 107702, 10107, 63222, 10798, 27937, 15342, 12141, 12166, 14009, 18387, 10112, 11084, 10105, 89208, 13489, 63222, 10107, 106615, 10157, 19308, 34495, 18107, 10169, 14009, 44830, 10376, 119, 102]",1
9334,"[18465, 11424, 10393, 10379, 19989, 10189, 49198, 10944, 10149, 169, 18322, 23627, 10108, 26099, 10106, 25907, 24407, 10114, 62729, 35056, 10114, 33992, 14432, 10111, 43250, 17466, 119, 102]","[11289, 91823, 13321, 14432, 10944, 10347, 34605, 10169, 10106, 25907, 24407, 119, 102]",0
9335,"[860, 28863, 40153, 111193, 15801, 24562, 55697, 19444, 43183, 18906, 13088, 851, 11453, 14070, 32742, 86340, 15168, 10569, 14117, 851, 11714, 15399, 13874, 25501, 13088, 886, 68167, 13671, 18869, 21582, 10412, 22197, 855, 19741, 18321, 63291, 889, 14070, 13432, 11714, 32742, 11497, 11267, 55190, 32742, 11453, 885, 18321, 21835, 13671, 64034, 10532, 21645, 102030, 13184, 16257, 11081, 884, 46354, 60254, 48157, 20226, 13220, 26886, 10569, 920, 102]","[886, 68167, 13671, 18869, 10532, 860, 28863, 40153, 111193, 15801, 24562, 55697, 19444, 43183, 18906, 13088, 10407, 22197, 870, 11549, 13841, 18187, 106891, 19966, 11267, 110326, 920, 102]",1
9336,"[14942, 10188, 10105, 12694, 102]","[26747, 10188, 10105, 82808, 102]",0
9337,"[11023, 12257, 10189, 112, 187, 23282, 169, 169, 16745, 17684, 10571, 12976, 10271, 10124, 10142, 10531, 10635, 10108, 10924, 177, 177, 27874, 177, 65000, 112, 188, 15652, 10105, 35660, 10105, 14424, 10105, 35660, 10135, 10105, 14424, 10106, 10105, 42135, 13002, 10454, 10473, 177, 27874, 10105, 13551, 11846, 10894, 10347, 10271, 14819, 10347, 10978, 15767, 11195, 102]","[10117, 42135, 14424, 10124, 10105, 11561, 10635, 15127, 55768, 11897, 21405, 10135, 119, 102]",1
9338,"[443, 465, 31625, 37351, 13140, 64037, 39512, 18015, 31693, 483, 15860, 10781, 462, 111053, 29136, 10720, 33242, 486, 35670, 23487, 30618, 474, 16853, 12649, 84236, 14669, 24739, 117, 480, 13140, 17762, 84236, 47664, 89281, 77847, 119, 102]","[80376, 463, 47275, 45702, 11068, 10649, 466, 13517, 15233, 62913, 56180, 117, 16902, 12446, 469, 14669, 111052, 12649, 37864, 47587, 480, 87308, 14669, 15751, 119, 102]",1
9339,"[19319, 189, 98628, 11372, 10477, 10223, 10113, 22249, 117, 10879, 71246, 10549, 10891, 12216, 117, 31839, 77927, 11107, 187, 30471, 21340, 12583, 19830, 51295, 18285, 26925, 179, 34589, 109931, 10115, 23152, 24063, 15554, 36181, 10129, 119, 102]","[158, 98628, 10549, 53765, 50859, 12421, 31839, 77927, 10561, 98610, 81008, 108664, 18285, 187, 30471, 28489, 12495, 17145, 119, 102]",0
9340,"[10117, 49181, 18801, 117, 10319, 10393, 10169, 15340, 12680, 10105, 31346, 10111, 10105, 65613, 10142, 10186, 29994, 117, 10124, 11019, 10741, 10108, 10551, 48201, 28728, 10107, 119, 102]","[10117, 49181, 18801, 10393, 10590, 14172, 10114, 10635, 119, 102]",2
9341,"[829, 13437, 752, 76295, 752, 14500, 21735, 15896, 775, 104012, 18779, 756, 21035, 817, 21009, 10429, 119, 102]","[11722, 12574, 823, 11086, 38498, 17047, 40443, 13154, 21735, 17651, 101414, 21035, 79130, 37050, 11242, 770, 13367, 26894, 51041, 102]",2
9342,"[10432, 189, 10237, 40813, 98583, 16487, 18097, 40813, 16807, 10476, 189, 10237, 98515, 15991, 11182, 10876, 10504, 28851, 85832, 10432, 12319, 16638, 10504, 21443, 33756, 102]","[26329, 102769, 33090, 19114, 54382, 14789, 24287, 14373, 16188, 16396, 20438, 10504, 46180, 179, 47961, 11731, 119, 102]",1
9343,"[33127, 112, 187, 17216, 37374, 10950, 10114, 10347, 169, 28780, 62933, 11709, 12748, 11084, 10271, 34208, 119, 102]","[33127, 112, 187, 17216, 10124, 10151, 10491, 32199, 12748, 119, 102]",2
9344,"[36050, 13757, 49937, 10502, 13290, 752, 63452, 10429, 15593, 59901, 80300, 12700, 752, 12441, 38901, 781, 49506, 10461, 11341, 759, 77028, 10327, 756, 102]","[13879, 759, 57458, 12441, 13121, 12326, 10289, 59901, 10700, 25050, 30193, 11341, 10566, 85024, 10388, 10289, 40395, 10388, 119, 102]",0
9345,"[162, 10192, 63393, 42003, 10341, 10110, 10125, 13487, 10104, 25042, 16348, 10109, 28775, 10148, 46771, 10121, 22351, 61406, 10317, 21267, 23492, 10121, 10411, 38365, 100781, 11637, 193, 51783, 10104, 26837, 10183, 34488, 119, 102]","[10159, 28775, 10192, 10414, 15449, 14932, 10104, 10121, 10192, 13053, 36462, 119, 102]",2
9346,"[12865, 112, 11639, 19090, 10114, 31638, 26133, 12902, 10531, 28757, 117, 12415, 17749, 119, 102]","[17749, 17270, 10114, 31638, 169, 10751, 23068, 119, 102]",0
9347,"[177, 29956, 44357, 10105, 18561, 14542, 10106, 15127, 13448, 10151, 24006, 102]","[177, 41444, 10454, 33253, 10336, 10106, 56671, 10230, 15127, 13448, 10151, 24006, 117, 14657, 18768, 10454, 102]",2
9348,"[17101, 28330, 25848, 10563, 27953, 10108, 10105, 11339, 24074, 32570, 10134, 104700, 88425, 10114, 16868, 12935, 24210, 55869, 13621, 10350, 76889, 10162, 10106, 17781, 10855, 119, 102]","[17101, 28330, 25848, 27953, 10345, 10798, 10134, 104700, 88425, 10114, 16868, 28215, 10171, 119, 102]",2
9349,"[20363, 10108, 169, 12585, 11226, 11226, 11023, 12257, 102]","[15105, 169, 11226, 13663, 11178, 12585, 119, 102]",2
9350,"[87490, 22390, 59901, 76689, 10502, 23927, 10863, 763, 13027, 31498, 21337, 775, 20451, 10388, 10461, 15164, 22686, 10324, 119, 102]","[14507, 73293, 763, 13027, 31498, 21337, 775, 20451, 10388, 10461, 10210, 22686, 10289, 11437, 10324, 119, 102]",0
9351,"[11916, 117, 81695, 10561, 181, 12369, 30942, 12223, 28084, 12583, 18112, 10561, 12555, 35703, 13013, 10323, 18112, 10561, 10347, 24006, 12752, 119, 102]","[13229, 72274, 28205, 79979, 60713, 10245, 10561, 12555, 35703, 54058, 15213, 117, 10554, 24097, 10466, 30668, 24883, 119, 102]",0
9352,"[10293, 11206, 177, 11250, 10112, 10114, 11023, 10107, 177, 10149, 102]","[146, 30181, 16138, 10114, 119, 102]",2
9353,"[10273, 10313, 22596, 10114, 10153, 12969, 104154, 30049, 10894, 10347, 10114, 106733, 11898, 10105, 13448, 10114, 10347, 169, 12628, 59230, 27477, 10135, 19182, 13990, 10106, 19182, 11841, 29918, 119, 102]","[11065, 12174, 106733, 11898, 10105, 13448, 10114, 12864, 59230, 27477, 17427, 10108, 30918, 10153, 12969, 104154, 30049, 10160, 18380, 11841, 29918, 119, 102]",0
9354,"[78031, 10105, 16965, 10188, 10105, 11584, 117, 10271, 10393, 25212, 10457, 33396, 132, 34157, 10301, 12558, 25396, 10106, 13684, 119, 102]","[10377, 10393, 14772, 33396, 10108, 10105, 11584, 119, 102]",0
9355,"[36503, 17883, 22036, 60476, 10108, 10337, 83543, 117, 15931, 11104, 83189, 83133, 117, 10111, 68609, 10376, 14010, 10114, 88031, 10106, 24714, 88780, 10169, 10882, 11143, 10369, 119, 102]","[11723, 10124, 10192, 19808, 10948, 87615, 14010, 10114, 16868, 10345, 21905, 10108, 12103, 26096, 119, 102]",2
9356,"[11149, 10134, 31324, 14739, 117, 10472, 10798, 11084, 94964, 119, 102]","[11149, 59822, 18757, 13246, 15102, 10833, 10134, 10893, 21766, 10454, 94964, 119, 102]",2
9357,"[177, 36110, 177, 112, 181, 177, 112, 181, 20363, 10108, 93309, 10106, 169, 13170, 177, 112, 181, 177, 112, 181, 10978, 26051, 61982, 10491, 31869, 10111, 177, 100332, 10473, 15127, 24911, 23460, 10124, 10978, 15127, 12469, 32432, 10134, 12820, 10105, 10684, 11940, 10271, 10134, 10464, 34242, 10551, 10491, 15767, 11195, 19964, 102]","[11590, 24911, 23460, 98370, 112, 188, 16683, 15838, 81243, 146, 112, 181, 10472, 12558, 89601, 119, 102]",1
9358,"[11722, 12574, 23489, 24737, 13244, 11722, 31674, 11076, 823, 27644, 10691, 24940, 12190, 12687, 58609, 13141, 12441, 48013, 13244, 819, 25908, 11326, 20606, 19878, 52306, 775, 70664, 10916, 818, 38498, 10582, 46541, 19249, 119, 102]","[47711, 24436, 763, 28089, 10278, 12190, 16163, 10861, 768, 28089, 10429, 15333, 22198, 102]",1
9359,"[10142, 10105, 16934, 42230, 24310, 10111, 28780, 45726, 13448, 10473, 189, 10237, 10473, 177, 177, 65000, 112, 188, 30181, 11823, 10271, 16683, 15838, 11951, 112, 10323, 17603, 10106, 17446, 13215, 10978, 189, 10237, 183, 10237, 73018, 10855, 177, 10198, 45565, 10341, 10111, 10111, 30181, 30181, 10893, 37992, 14907, 10111, 13028, 21852, 10271, 10134, 10751, 10841, 11951, 28870, 10271, 10111, 11951, 37992, 10464, 10635, 11764, 11059, 10473, 13028, 21852, 10271, 112, 187, 23282, 19090, 10114, 10347, 10635, 10114, 72700, 13123, 10106, 169, 20969, 10108, 10855, 102]","[146, 10893, 10374, 10114, 72700, 10105, 13215, 14907, 117, 10380, 10105, 71927, 10230, 10393, 11991, 10741, 11206, 119, 102]",1
9360,"[34421, 125, 119, 122, 131, 17193, 14492, 13604, 22451, 81839, 14021, 62632, 10107, 13646, 74479, 91869, 35149, 12404, 16297, 102]","[13885, 25468, 67623, 10301, 31580, 10114, 28780, 43197, 23953, 14927, 90682, 10107, 119, 102]",0
9361,"[72549, 53123, 30011, 78654, 28767, 26027, 111434, 46856, 111431, 111424, 20507, 38999, 80420, 111435, 81831, 111431, 100631, 80814, 111428, 49512, 111435, 49292, 111432, 92529, 117, 1436, 19197, 60350, 95707, 140, 37174, 100, 102]","[1436, 19197, 60350, 95707, 140, 37174, 1425, 69365, 46856, 22598, 97561, 49097, 53936, 31256, 61888, 95707, 111431, 46856, 111437, 22123, 31256, 16000, 18203, 31256, 100145, 111434, 111424, 35933, 53123, 28767, 16000, 102269, 28767, 16000, 53936, 16000, 75890, 95707, 62914, 18260, 111431, 111424, 20507, 38999, 80420, 102]",1
9362,"[36397, 24324, 10188, 12864, 12723, 34377, 10114, 45541, 10257, 75766, 10106, 10455, 12723, 14819, 23267, 10105, 14054, 94264, 10114, 18194, 10571, 10189, 12723, 112, 187, 28160, 10111, 56729, 10345, 10684, 45218, 13096, 30381, 117, 11049, 10146, 12676, 21694, 10155, 10105, 10771, 23929, 10108, 22872, 36397, 10123, 15819, 10107, 119, 102]","[11101, 10257, 45045, 10943, 17553, 10114, 169, 18331, 10454, 22391, 75463, 14333, 119, 102]",2
9363,"[138, 12250, 12867, 19899, 10189, 46373, 19602, 10491, 10105, 17290, 10428, 15998, 39077, 10189, 91126, 10708, 68419, 10978, 10193, 117, 10259, 10855, 14600, 49871, 10529, 49692, 10992, 10108, 10105, 18713, 10189, 10105, 10428, 15998, 39077, 31763, 14625, 79596, 10107, 117, 10689, 25259, 67004, 31237, 10105, 10428, 15998, 39077, 18286, 169, 39520, 103989, 10189, 10135, 11012, 10124, 10893, 13433, 10155, 48806, 39171, 119, 102]","[10117, 17290, 10428, 15998, 39077, 91126, 10491, 10244, 117, 10259, 10855, 36390, 119, 102]",2
9364,"[30409, 19049, 14118, 20758, 10213, 59443, 13810, 82633, 102290, 10193, 106, 102]","[26723, 35474, 27005, 189, 12577, 85596, 13810, 82633, 10193, 31659, 53299, 10730, 22491, 10549, 13055, 54823, 15694, 23661, 119, 102]",1
9365,"[15493, 111431, 33178, 98455, 1422, 31287, 18427, 111431, 80814, 39376, 43102, 20503, 111435, 49292, 18203, 30011, 65416, 111431, 105710, 111432, 20507, 22598, 17405, 23687, 20503, 58264, 54699, 111431, 42407, 34523, 80420, 75890, 25042, 1414, 16000, 16000, 111434, 111424, 55749, 31904, 75890, 30011, 65416, 111431, 105710, 80420, 42407, 48207, 26131, 86606, 11962, 15493, 17405, 23687, 97561, 111432, 31256, 31904, 111431, 39901, 99050, 111419, 16000, 16000, 86606, 11962, 46301, 30011, 65416, 111431, 105710, 80420, 46856, 22765, 57558, 1455, 102]","[1422, 31287, 18427, 111431, 80814, 17344, 33178, 63667, 46856, 101983, 33178, 63667, 104125, 30011, 17344, 111432, 92529, 111435, 49292, 111432, 33178, 30011, 111432, 20507, 16000, 30011, 17344, 102]",2
9366,"[146, 11337, 11152, 11940, 117, 12277, 13028, 63001, 10911, 117, 10833, 77137, 10957, 117, 39709, 64118, 119, 102]","[11149, 187, 16828, 10246, 10114, 10957, 10189, 12277, 10261, 22151, 10485, 11152, 24558, 117, 10833, 10894, 119, 102]",0
9367,"[183, 10237, 10192, 10192, 10689, 112, 11639, 10472, 38903, 10689, 11155, 10301, 10689, 10529, 10464, 27893, 10114, 11059, 11783, 10106, 169, 12483, 12277, 13028, 10678, 12014, 19737, 13028, 10529, 10464, 27893, 10114, 11783, 10106, 10111, 11783, 10708, 10689, 10529, 169, 19826, 10108, 189, 10237, 11639, 79057, 11408, 10142, 36067, 10111, 10142, 20998, 11760, 189, 10237, 10111, 10689, 10529, 189, 10237, 169, 19826, 10108, 189, 10237, 10689, 10689, 10529, 10151, 34649, 10940, 13028, 10944, 11783, 10142, 14927, 20390, 20570, 10345, 104429, 102]","[14535, 169, 20998, 15839, 21405, 12014, 19737, 117, 10689, 13559, 10105, 69312, 13448, 14942, 119, 102]",2
9368,"[10114, 10149, 10271, 11360, 13028, 21852, 11360, 10271, 30811, 29698, 10111, 10464, 10635, 12469, 10924, 177, 93161, 11951, 10309, 30240, 10135, 30918, 10189, 10111, 10271, 10134, 16222, 10157, 36878, 13246, 11059, 102]","[14812, 10924, 11951, 10309, 30240, 10135, 30918, 10189, 117, 10473, 10271, 10134, 19034, 10832, 36878, 119, 102]",0
9369,"[13744, 66184, 56455, 71277, 12132, 66184, 56455, 87039, 13153, 49316, 12476, 59404, 43425, 28084, 10115, 183, 10824, 66184, 56455, 10216, 34677, 76893, 13836, 18196, 20227, 78323, 33394, 12216, 119, 102]","[10357, 10466, 48590, 73346, 10113, 76893, 13836, 18422, 34434, 11957, 119, 102]",0
9370,"[125, 114, 24139, 112, 187, 23627, 31035, 25194, 10188, 10709, 10114, 11358, 12789, 10106, 169, 11586, 14539, 70156, 117, 47731, 12373, 70156, 22229, 36474, 16587, 75662, 10162, 10108, 10226, 11760, 10108, 10105, 12136, 11545, 10142, 31771, 59252, 119, 102]","[89951, 22229, 12935, 118, 48069, 24139, 10155, 10741, 10114, 126, 12789, 119, 102]",0
9371,"[32087, 79610, 898, 54350, 23141, 70103, 19966, 11267, 895, 14251, 15070, 13432, 69002, 13184, 16257, 10977, 11186, 94522, 891, 51617, 884, 59851, 12878, 10412, 49696, 12213, 882, 57523, 36471, 73184, 11497, 10826, 898, 40340, 51617, 10977, 891, 51617, 72862, 10412, 75572, 71478, 76380, 10977, 889, 78530, 94198, 11208, 852, 12151, 13432, 33270, 13671, 13537, 18906, 10826, 72862, 10412, 16208, 28043, 16257, 10532, 866, 92943, 13220, 14242, 920, 102]","[96549, 891, 51617, 884, 59851, 12878, 882, 57523, 36471, 73184, 885, 11208, 55697, 898, 78530, 86068, 11497, 11072, 23586, 893, 14018, 57381, 13794, 920, 102]",1
9372,"[10689, 10689, 10301, 15198, 102]","[11696, 10301, 70032, 119, 102]",2
9373,"[70615, 10106, 169, 119, 172, 119, 52468, 38236, 117, 10271, 10124, 65833, 10106, 39966, 10108, 11419, 53499, 12704, 117, 71748, 23254, 10111, 29815, 117, 23484, 10794, 67571, 10350, 10275, 10171, 117, 10169, 30186, 31110, 10350, 31810, 18367, 10135, 10105, 11614, 11227, 11747, 119, 102]","[10377, 112, 187, 65833, 10106, 48329, 10108, 23320, 10111, 31299, 10794, 67571, 10350, 10275, 10171, 119, 102]",2
9374,"[15212, 11057, 11213, 18700, 15437, 15662, 12505, 28901, 13254, 12072, 10476, 66229, 26314, 19087, 11057, 10601, 16895, 10168, 26137, 12002, 10792, 12932, 67770, 39714, 13605, 11755, 12072, 1682, 15437, 113, 15437, 10331, 10173, 17773, 18030, 16591, 12002, 10792, 90007, 72170, 52320, 1682, 18776, 114, 119, 102]","[22142, 11755, 15723, 10331, 27402, 16591, 17600, 11182, 11934, 64438, 105325, 19925, 12460, 16895, 14517, 15437, 11603, 18776, 119, 102]",0
9375,"[16710, 12211, 100754, 10112, 10447, 97001, 43912, 93685, 10171, 10335, 10331, 10417, 10504, 11934, 15054, 23317, 46281, 21443, 13346, 10447, 19672, 91028, 10432, 48037, 27945, 43094, 10601, 12334, 11213, 54762, 19787, 18097, 10504, 10792, 60127, 23317, 117, 10876, 11992, 12636, 10743, 10133, 29443, 23013, 10504, 11992, 17105, 119, 102]","[65205, 28851, 21152, 10504, 298, 28234, 93685, 10171, 10335, 10432, 10476, 12984, 15991, 41681, 186, 54082, 119, 102]",1
9376,"[10122, 49299, 34623, 10277, 10405, 10277, 80765, 76669, 10205, 10122, 33752, 10752, 10122, 15757, 10385, 51881, 102]","[11712, 10405, 12662, 55367, 63253, 10696, 10933, 81026, 14757, 10956, 12528, 79909, 10385, 88504, 32627, 549, 10956, 12528, 79909, 10385, 88504, 69080, 119, 102]",2
9377,"[50752, 10662, 31877, 15398, 10950, 10135, 10105, 21126, 117, 17749, 24666, 10105, 19192, 33734, 14132, 41444, 119, 102]","[10117, 33734, 14132, 18064, 17021, 17864, 10662, 17749, 99116, 10135, 10105, 21126, 119, 102]",2
9378,"[12689, 13301, 117, 13301, 14942, 118, 74730, 12647, 10135, 10105, 17965, 118, 10134, 10105, 12014, 10108, 10105, 17767, 119, 102]","[10117, 17767, 10134, 19085, 10230, 12400, 10105, 14310, 119, 102]",2
9379,"[11723, 10124, 10192, 20049, 10108, 89543, 43291, 10189, 15433, 32342, 19129, 117, 10345, 13246, 10108, 45874, 43291, 13328, 33462, 117, 45110, 117, 10111, 13335, 29832, 117, 10479, 10149, 10529, 10151, 14632, 17556, 10454, 39046, 119, 102]","[101989, 60364, 10171, 43291, 10124, 10472, 15109, 75543, 10155, 97129, 119, 102]",1
9380,"[177, 66069, 10271, 10134, 10146, 15198, 10491, 19353, 10146, 10271, 10124, 10491, 11155, 10473, 12277, 13028, 112, 11639, 10105, 102]","[146, 66069, 10271, 10134, 10146, 46267, 10112, 10106, 11440, 10146, 10271, 10134, 10106, 21455, 119, 102]",1
9381,"[13244, 81719, 11145, 11242, 12218, 10289, 10502, 36455, 11076, 31674, 11722, 18716, 769, 90762, 10502, 15896, 11145, 837, 102]","[789, 10278, 15714, 11145, 11503, 770, 88671, 10861, 15333, 79626, 13244, 81719, 11145, 13244, 17047, 818, 25908, 11145, 65442, 781, 20451, 11852, 13378, 10916, 50843, 65409, 818, 71011, 26649, 119, 102]",1
9382,"[10117, 90086, 26900, 10686, 117, 10345, 33365, 21007, 10114, 10105, 20839, 117, 10124, 83009, 10155, 169, 20722, 97026, 187, 42838, 64471, 12644, 15119, 10465, 10108, 15831, 61047, 106543, 17021, 10662, 10105, 109395, 117, 12229, 97815, 10226, 30514, 10114, 10105, 138, 39736, 11268, 119, 102]","[11723, 10124, 169, 12644, 15119, 10465, 10108, 15831, 16038, 10105, 33365, 10114, 10105, 20839, 119, 102]",0
9383,"[25148, 14971, 28581, 12741, 11957, 10253, 10360, 49467, 10174, 10561, 13301, 10174, 22249, 10549, 18017, 84825, 13779, 172, 48261, 18913, 10147, 12369, 26101, 10465, 117, 10104, 10703, 56331, 77089, 10449, 94326, 10561, 31756, 119, 102]","[13440, 10138, 117, 10485, 12322, 10126, 90338, 10245, 10104, 26446, 10561, 47033, 10449, 76893, 84825, 13779, 172, 48261, 18913, 55341, 74873, 119, 102]",2
9384,"[10117, 19011, 40414, 10142, 10911, 10978, 10105, 35343, 37705, 11366, 118, 118, 10347, 18103, 10105, 18638, 10189, 13824, 10106, 10105, 70422, 12518, 10529, 48323, 10162, 10189, 18123, 10108, 25069, 10301, 19369, 10157, 32432, 15174, 70990, 10978, 10105, 10211, 99194, 10108, 10464, 118, 11356, 12047, 117, 22038, 12557, 117, 10111, 10105, 15079, 10108, 10105, 94280, 12257, 117, 10124, 10189, 10435, 10105, 17119, 19174, 10301, 11757, 119, 102]","[10117, 35343, 37705, 11366, 10124, 10978, 11426, 92028, 10230, 10114, 41953, 119, 102]",1
9385,"[10190, 16881, 59973, 11378, 108811, 10138, 17664, 172, 112, 63843, 10152, 69289, 89964, 10131, 172, 112, 11419, 39854, 10877, 20859, 10355, 103709, 56229, 10129, 254, 65490, 70196, 10109, 15245, 119, 102]","[10468, 32124, 11378, 94335, 103675, 10333, 10109, 15245, 10131, 11378, 48056, 87638, 10104, 75659, 74066, 10431, 44499, 22527, 53559, 112, 10119, 119, 102]",2
9386,"[10293, 118, 26506, 10147, 10293, 118, 26506, 10147, 10293, 118, 26506, 10147, 11023, 12257, 11023, 12257, 10271, 10124, 177, 16938, 112, 188, 21852, 177, 27874, 10271, 112, 187, 169, 12558, 64888, 10293, 41640, 13028, 21852, 10111, 10111, 11155, 112, 187, 88134, 189, 10237, 87202, 10108, 11284, 10107, 10111, 10173, 10107, 12166, 10271, 102]","[10117, 41640, 10134, 12558, 17805, 10114, 10911, 119, 102]",2
9387,"[12716, 11059, 117, 10105, 12483, 10374, 16288, 33435, 10111, 17533, 11599, 41199, 10111, 10105, 11584, 10108, 60231, 10686, 10111, 10374, 12403, 54131, 10107, 119, 102]","[10117, 12483, 10374, 10893, 10464, 11376, 54131, 119, 102]",2
